Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1,Zone 2  ,Zone 3  ,DateTime
6.196833333333333,75.06666666666666,0.08183333333333334,0.0635,0.09883333333333334,29197.974683333334,18026.74772,19252.048193333332,01-01-2017 00:00
5.548833333333334,77.58333333333333,0.082,0.05683333333333334,0.11249999999999999,24657.21519,16078.41945333333,17042.89156666667,01-01-2017 01:00
5.054333333333333,78.93333333333332,0.08233333333333334,0.063,0.12916666666666668,22083.037973333336,14330.699088333333,15676.144578333333,01-01-2017 02:00
5.004333333333333,77.08333333333334,0.08283333333333334,0.05983333333333333,0.141,20811.13924,13219.452886666668,14883.855421666667,01-01-2017 03:00
5.097666666666666,74.05,0.08233333333333334,0.057999999999999996,0.12283333333333334,20475.949366666668,12921.580546666664,14317.108433333333,01-01-2017 04:00
4.741666666666666,75.23333333333333,0.081,0.06583333333333334,0.11883333333333333,20807.088606666668,13069.908815,14395.18072166667,01-01-2017 05:00
4.571666666666666,75.75,0.08216666666666668,0.06166666666666667,0.12550000000000003,21648.607594999998,13596.352585,14513.734938333335,01-01-2017 06:00
4.453833333333333,73.39999999999999,0.08266666666666668,0.0655,0.1195,18540.759495,11449.848023333334,11552.771085,01-01-2017 07:00
4.655166666666666,73.60000000000001,0.08266666666666668,13.763833333333332,6.308666666666667,19605.063290000002,11738.601821666665,11190.361446666668,01-01-2017 08:00
4.609166666666666,73.98333333333333,0.08216666666666668,144.79999999999998,25.215,22905.316455000004,13814.589666666667,13026.506023333333,01-01-2017 09:00
6.145333333333333,69.63499999999999,3.7384999999999997,293.26666666666665,31.875,26685.56962,16232.826749999998,14801.927711666665,01-01-2017 10:00
9.893333333333333,58.03666666666666,2.088166666666667,408.0833333333333,36.34166666666666,29288.101265,17772.036473333334,16000.963855,01-01-2017 11:00
14.846666666666666,57.07833333333334,0.07566666666666667,478.84999999999997,40.20166666666667,29889.620254999998,18187.841946666664,16853.012048333338,01-01-2017 12:00
15.68,57.071666666666665,0.07666666666666667,493.93333333333334,41.76166666666666,30231.898735,18378.115503333334,17298.313253333334,01-01-2017 13:00
15.766666666666666,55.63666666666666,0.0765,451.4166666666667,41.483333333333334,29898.734176666665,18099.088145,16873.253013333335,01-01-2017 14:00
15.558333333333332,58.19166666666667,0.07483333333333334,303.49999999999994,54.76666666666667,29218.227846666665,17722.796351666668,16594.698795,01-01-2017 15:00
15.471666666666666,58.29166666666668,0.076,217.51666666666668,214.26666666666668,28730.12658333333,17503.343465,16388.433733333335,01-01-2017 16:00
15.146666666666667,59.93333333333334,0.0785,102.635,125.28000000000002,34423.29113666667,21094.83282666666,22275.66265,01-01-2017 17:00
14.01333333333333,65.27333333333333,0.07733333333333334,4.804833333333334,4.874833333333333,39619.24050666667,24361.702126666667,25729.156626666674,01-01-2017 18:00
11.81,70.20833333333333,0.0775,0.06066666666666667,0.09999999999999999,40318.98734166667,24692.401215,26186.024095,01-01-2017 19:00
11.689999999999998,70.88333333333334,0.07716666666666668,0.062166666666666655,0.09783333333333333,40371.64556833333,25406.079028333334,26493.49397833333,01-01-2017 20:00
11.748333333333335,70.82666666666665,0.07533333333333334,0.058499999999999996,0.09633333333333333,38712.91139166667,24836.474163333332,25344.57831333333,01-01-2017 21:00
12.791666666666664,66.20666666666666,0.07433333333333333,0.06483333333333334,0.11699999999999999,34972.15189666667,23067.477203333332,22582.168673333334,01-01-2017 22:00
11.711666666666666,72.50666666666666,0.075,0.06783333333333334,0.09966666666666668,30072.91139166667,20105.77507666667,19578.795179999997,01-01-2017 23:00
10.666666666666666,78.03333333333335,0.07666666666666667,0.06583333333333334,0.1405,25303.29113833333,17007.902733333336,16884.819278333332,01-02-2017 00:00
10.703333333333333,78.91666666666667,0.07616666666666667,0.07133333333333333,0.13866666666666666,22512.405061666665,14910.6383,15079.518071666665,01-02-2017 01:00
11.031666666666666,76.75,0.07783333333333334,0.0685,0.1476666666666667,20945.822783333333,13835.866263333332,14165.783131666665,01-02-2017 02:00
10.568333333333333,79.26666666666667,0.0775,0.069,0.14350000000000002,20097.21518833333,13466.261398333334,13794.698795000002,01-02-2017 03:00
10.253333333333332,81.93333333333332,0.07616666666666667,0.07633333333333334,0.1396666666666667,20066.835441666666,13248.632216666665,13604.819278333334,01-02-2017 04:00
9.73,83.55000000000001,0.077,0.072,0.149,20838.481011666667,13910.638298333331,14052.048193333336,01-02-2017 05:00
9.336666666666668,84.64999999999999,0.076,0.056499999999999995,0.138,23307.341773333334,15348.32826666667,14654.457831666667,01-02-2017 06:00
9.543333333333333,84.89999999999999,0.07733333333333334,0.07583333333333335,0.13583333333333333,22895.189871666666,15709.422491666666,12863.614456666664,01-02-2017 07:00
8.873333333333333,83.91666666666667,0.08183333333333334,10.453666666666667,6.916999999999999,24368.607594999998,16416.413373333333,11957.590363333335,01-02-2017 08:00
9.488333333333333,86.11666666666667,0.07983333333333334,128.585,31.360000000000003,24505.316455000004,18190.881458333333,13539.27711,01-02-2017 09:00
12.865,74.43666666666667,0.07666666666666667,278.46666666666664,41.51833333333334,26384.810126666667,19947.112461666668,15385.060243333333,01-02-2017 10:00
15.049999999999999,58.00833333333333,0.07616666666666667,402.54999999999995,41.35333333333333,28224.810126666667,20830.39513666667,16511.807230000002,01-02-2017 11:00
15.168333333333335,58.125,0.076,471.0833333333333,43.23666666666666,29581.772151666664,19950.759878333334,18199.518073333333,01-02-2017 12:00
15.306666666666667,59.30833333333334,0.07633333333333334,483.99999999999994,44.004999999999995,29485.56962,19572.03647333333,18946.50602333333,01-02-2017 13:00
15.563333333333334,55.98666666666667,0.07566666666666667,444.9666666666667,42.28833333333333,28611.645569999997,20161.702128333334,18274.698795,01-02-2017 14:00
15.475,57.26333333333332,0.0755,353.01666666666665,64.53333333333333,28971.13924,21335.562309999998,16510.843371666666,01-02-2017 15:00
15.238333333333335,60.76333333333333,0.076,225.5666666666667,225.23333333333332,29996.962026666664,20641.337388333333,16346.987953333335,01-02-2017 16:00
14.966666666666663,61.64166666666667,0.07733333333333334,86.53333333333335,107.67333333333333,37022.784811666665,24476.595745,22448.192771666665,01-02-2017 17:00
